rank,Name,Year,male_count,female_count,unisex_score
1,Randie,1960,25,25,100.0
2,Sheridan,1960,20,20,100.0
3,Arie,1960,11,11,100.0
4,Terris,1960,7,7,100.0
5,Ivery,1960,6,6,100.0
6,Tevis,1960,6,6,100.0
7,Curlie,1960,5,5,100.0
8,Danile,1960,5,5,100.0
9,Dossie,1960,5,5,100.0
10,Geral,1960,5,5,100.0
11,Lauris,1960,5,5,100.0
12,Lorren,1960,5,5,100.0
13,Mar,1960,5,5,100.0
14,Mechel,1960,5,5,100.0
15,Ysabel,1960,5,5,100.0
16,Alva,1960,60,59,98.33
17,Kit,1960,39,38,97.44
18,Robbie,1960,451,463,97.41
19,Nicola,1960,31,30,96.77
20,Shan,1960,15,16,93.75
21,Mallory,1960,15,14,93.33
22,Teddie,1960,28,26,92.86
23,Terryl,1960,26,24,92.31
24,Shay,1960,12,11,91.67
25,Shell,1960,11,12,91.67
26,Tory,1960,47,43,91.49
27,Delane,1960,22,20,90.91
28,Raven,1960,10,11,90.91
29,Clemmie,1960,10,9,90.0
30,Tonnie,1960,24,27,88.89
31,Laine,1960,16,18,88.89
32,Paris,1960,64,56,87.5
33,Adrien,1960,8,7,87.5
34,Elvie,1960,7,8,87.5
35,Joie,1960,8,7,87.5
36,Pepper,1960,7,8,87.5
37,Monnie,1960,13,15,86.67
38,Dann,1960,49,42,85.71
39,Avon,1960,21,18,85.71
40,Carlon,1960,14,12,85.71
41,Kasey,1960,14,12,85.71
42,Jimi,1960,7,6,85.71
43,Marquette,1960,6,7,85.71
44,Vertis,1960,6,7,85.71
45,Jammie,1960,23,27,85.19
46,Lacey,1960,16,19,84.21
47,Kye,1960,6,5,83.33
48,Laray,1960,5,6,83.33
49,Lindley,1960,5,6,83.33
50,Rainey,1960,6,5,83.33
1,Lonie,1961,12,12,100.0
2,Tarry,1961,12,12,100.0
3,Carlis,1961,11,11,100.0
4,Burnette,1961,8,8,100.0
5,Tery,1961,8,8,100.0
6,Vandy,1961,8,8,100.0
7,Donie,1961,7,7,100.0
8,Marice,1961,7,7,100.0
9,Terril,1961,7,7,100.0
10,Donnis,1961,6,6,100.0
11,Joby,1961,6,6,100.0
12,Mallie,1961,6,6,100.0
13,Marque,1961,6,6,100.0
14,Celester,1961,5,5,100.0
15,Constant,1961,5,5,100.0
16,Emerald,1961,5,5,100.0
17,Krishna,1961,5,5,100.0
18,Marcell,1961,23,22,95.65
19,Demetris,1961,19,20,95.0
20,Ollie,1961,107,113,94.69
21,Joie,1961,17,18,94.44
22,Jeryl,1961,16,17,94.12
23,Teddie,1961,17,16,94.12
24,Dorian,1961,65,61,93.85
25,Torry,1961,12,13,92.31
26,Val,1961,88,96,91.67
27,Collie,1961,11,12,91.67
28,Johann,1961,10,9,90.0
29,Nieves,1961,9,10,90.0
30,Angel,1961,667,597,89.51
31,Terryl,1961,16,18,88.89
32,Lindley,1961,9,8,88.89
33,Delane,1961,15,17,88.24
34,Verdell,1961,15,17,88.24
35,Tory,1961,49,56,87.5
36,Lavelle,1961,16,14,87.5
37,Donne,1961,7,8,87.5
38,Sami,1961,7,8,87.5
39,Shaune,1961,7,8,87.5
40,Dayle,1961,30,35,85.71
41,Claudie,1961,12,14,85.71
42,Carlee,1961,7,6,85.71
43,Happy,1961,6,7,85.71
44,Mar,1961,7,6,85.71
45,Wallis,1961,6,7,85.71
46,Allyn,1961,41,35,85.37
47,Dann,1961,33,39,84.62
48,Shea,1961,11,13,84.62
49,Robie,1961,30,25,83.33
50,Kimmy,1961,20,24,83.33
1,Vada,1962,25,25,100.0
2,Shan,1962,16,16,100.0
3,Carlie,1962,11,11,100.0
4,Shea,1962,11,11,100.0
5,Burnice,1962,9,9,100.0
6,Dabney,1962,8,8,100.0
7,Monnie,1962,8,8,100.0
8,Adel,1962,7,7,100.0
9,Kendel,1962,7,7,100.0
10,Melvine,1962,7,7,100.0
11,Daune,1962,6,6,100.0
12,Jammy,1962,6,6,100.0
13,Lorren,1962,6,6,100.0
14,Sonnie,1962,6,6,100.0
15,Tay,1962,6,6,100.0
16,Antoni,1962,5,5,100.0
17,Derrie,1962,5,5,100.0
18,Robben,1962,5,5,100.0
19,Ronie,1962,5,5,100.0
20,Shelvy,1962,5,5,100.0
21,Lacy,1962,49,47,95.92
22,Delane,1962,20,21,95.24
23,Ollie,1962,105,99,94.29
24,Bryn,1962,17,16,94.12
25,Tobie,1962,12,11,91.67
26,Salome,1962,10,11,90.91
27,Larue,1962,21,19,90.48
28,Jamy,1962,8,9,88.89
29,Ladell,1962,9,8,88.89
30,Marquette,1962,8,9,88.89
31,Arnell,1962,25,22,88.0
32,Kit,1962,29,33,87.88
33,Lorenza,1962,40,35,87.5
34,Carlen,1962,7,8,87.5
35,Dany,1962,7,8,87.5
36,Jai,1962,8,7,87.5
37,Kippy,1962,8,7,87.5
38,Laney,1962,7,8,87.5
39,Terrace,1962,7,8,87.5
40,Kris,1962,512,590,86.78
41,Kelsey,1962,22,19,86.36
42,Kasey,1962,25,29,86.21
43,Alvia,1962,6,7,85.71
44,Daine,1962,6,7,85.71
45,Tary,1962,6,7,85.71
46,Elisha,1962,34,40,85.0
47,Ashley,1962,113,95,84.07
48,Allie,1962,20,24,83.33
49,Lark,1962,10,12,83.33
50,Arlee,1962,6,5,83.33
1,Ara,1963,17,17,100.0
2,Marvis,1963,13,13,100.0
3,Jeryl,1963,11,11,100.0
4,Maris,1963,11,11,100.0
5,Carlie,1963,10,10,100.0
6,Lenell,1963,8,8,100.0
7,Lugene,1963,7,7,100.0
8,Redell,1963,6,6,100.0
9,Beni,1963,5,5,100.0
10,Bobie,1963,5,5,100.0
11,Camden,1963,5,5,100.0
12,Haven,1963,5,5,100.0
13,Hildred,1963,5,5,100.0
14,Natale,1963,5,5,100.0
15,Rami,1963,5,5,100.0
16,Ramie,1963,5,5,100.0
17,Remi,1963,5,5,100.0
18,Ollie,1963,82,86,95.35
19,Tobey,1963,20,19,95.0
20,Marcell,1963,19,18,94.74
21,Dru,1963,17,18,94.44
22,Shell,1963,16,15,93.75
23,Sol,1963,14,13,92.86
24,Tory,1963,38,41,92.68
25,Avon,1963,12,11,91.67
26,Rebel,1963,12,11,91.67
27,Ronell,1963,12,11,91.67
28,Delane,1963,22,20,90.91
29,Shea,1963,11,10,90.91
30,Courtney,1963,148,163,90.8
31,Rennie,1963,21,19,90.48
32,Paris,1963,61,68,89.71
33,Teddie,1963,18,16,88.89
34,Nieves,1963,8,9,88.89
35,Ricki,1963,39,44,88.64
36,Vinnie,1963,15,17,88.24
37,Rene,1963,715,817,87.52
38,Michal,1963,40,35,87.5
39,Carry,1963,8,7,87.5
40,Larrie,1963,8,7,87.5
41,Mardy,1963,7,8,87.5
42,Kriss,1963,31,27,87.1
43,Alva,1963,45,52,86.54
44,Caroll,1963,12,14,85.71
45,Criss,1963,12,14,85.71
46,Gean,1963,6,7,85.71
47,Laney,1963,7,6,85.71
48,Cleo,1963,47,55,85.45
49,Kit,1963,41,35,85.37
50,Kary,1963,50,42,84.0
1,Sheridan,1964,17,17,100.0
2,Young,1964,11,11,100.0
3,Arie,1964,10,10,100.0
4,Haven,1964,10,10,100.0
5,Terris,1964,9,9,100.0
6,Tobe,1964,8,8,100.0
7,Jerre,1964,7,7,100.0
8,Lonie,1964,7,7,100.0
9,Romney,1964,7,7,100.0
10,Chaun,1964,6,6,100.0
11,Ludie,1964,6,6,100.0
12,Marrion,1964,6,6,100.0
13,Vandy,1964,6,6,100.0
14,Clemmie,1964,5,5,100.0
15,Ivon,1964,5,5,100.0
16,Shaye,1964,5,5,100.0
17,Kary,1964,41,40,97.56
18,Michal,1964,36,35,97.22
19,Trinidad,1964,31,30,96.77
20,Paris,1964,70,67,95.71
21,Garnet,1964,19,20,95.0
22,Dayle,1964,19,18,94.74
23,Mallory,1964,18,19,94.74
24,Marcell,1964,19,18,94.74
25,Linn,1964,16,17,94.12
26,Natividad,1964,16,17,94.12
27,Carry,1964,14,15,93.33
28,Shan,1964,26,28,92.86
29,Temple,1964,26,28,92.86
30,Bryn,1964,12,13,92.31
31,Alva,1964,51,56,91.07
32,Marlo,1964,20,22,90.91
33,Claudie,1964,10,11,90.91
34,Jae,1964,11,10,90.91
35,Kriss,1964,21,19,90.48
36,Chriss,1964,9,10,90.0
37,Salome,1964,10,9,90.0
38,Unknown,1964,49,44,89.8
39,Kem,1964,27,24,88.89
40,Terryl,1964,18,16,88.89
41,Monti,1964,8,9,88.89
42,Terrace,1964,9,8,88.89
43,Reagan,1964,25,22,88.0
44,Gean,1964,7,8,87.5
45,Lonni,1964,7,8,87.5
46,Dru,1964,23,20,86.96
47,Kelsey,1964,23,20,86.96
48,Andra,1964,85,98,86.73
49,Larue,1964,15,13,86.67
50,Ricki,1964,37,43,86.05
1,Andra,1965,82,82,100.0
2,Bryn,1965,17,17,100.0
3,Delane,1965,14,14,100.0
4,Roben,1965,14,14,100.0
5,Shann,1965,11,11,100.0
6,Leith,1965,8,8,100.0
7,Mika,1965,8,8,100.0
8,Demitri,1965,6,6,100.0
9,Krishna,1965,6,6,100.0
10,Laren,1965,5,5,100.0
11,Lavaughn,1965,5,5,100.0
12,Love,1965,5,5,100.0
13,Tally,1965,5,5,100.0
14,Ricki,1965,34,33,97.06
15,Jade,1965,26,27,96.3
16,Deane,1965,24,23,95.83
17,Kelsey,1965,17,16,94.12
18,Marvis,1965,14,15,93.33
19,Monti,1965,14,15,93.33
20,Ragan,1965,14,13,92.86
21,Kriss,1965,23,21,91.3
22,Ollie,1965,67,61,91.04
23,Tonnie,1965,21,19,90.48
24,Jamy,1965,9,10,90.0
25,Larrie,1965,10,9,90.0
26,Paris,1965,59,66,89.39
27,Mallory,1965,16,18,88.89
28,Carry,1965,9,8,88.89
29,Marquette,1965,8,9,88.89
30,Victory,1965,8,9,88.89
31,Lenell,1965,7,8,87.5
32,Lonie,1965,8,7,87.5
33,Merlyn,1965,7,8,87.5
34,Ara,1965,13,15,86.67
35,Randie,1965,14,12,85.71
36,Deion,1965,7,6,85.71
37,Donis,1965,6,7,85.71
38,Jerre,1965,6,7,85.71
39,Kody,1965,7,6,85.71
40,Micha,1965,6,7,85.71
41,Monserrate,1965,6,7,85.71
42,Rene,1965,744,634,85.22
43,Temple,1965,22,26,84.62
44,Cortney,1965,12,10,83.33
45,Dannell,1965,6,5,83.33
46,Demetrus,1965,6,5,83.33
47,Eron,1965,5,6,83.33
48,Geryl,1965,5,6,83.33
49,Lyndall,1965,6,5,83.33
50,Marice,1965,6,5,83.33
1,Marvel,1966,12,12,100.0
2,Caroll,1966,10,10,100.0
3,Ricci,1966,9,9,100.0
4,Shaune,1966,9,9,100.0
5,Daniell,1966,8,8,100.0
6,Davon,1966,8,8,100.0
7,Delaney,1966,8,8,100.0
8,Kam,1966,8,8,100.0
9,Linell,1966,8,8,100.0
10,Claudie,1966,7,7,100.0
11,Dannell,1966,7,7,100.0
12,Errin,1966,7,7,100.0
13,Mar,1966,7,7,100.0
14,Marin,1966,7,7,100.0
15,Donis,1966,6,6,100.0
16,Kalen,1966,6,6,100.0
17,Yvon,1966,5,5,100.0
18,Cleo,1966,51,53,96.23
19,Augusta,1966,20,19,95.0
20,Darby,1966,34,36,94.44
21,Jade,1966,32,34,94.12
22,Laine,1966,16,15,93.75
23,Terryl,1966,15,16,93.75
24,Lin,1966,15,14,93.33
25,Tobey,1966,14,13,92.86
26,Lavern,1966,61,66,92.42
27,Dwan,1966,13,12,92.31
28,Orlanda,1966,12,13,92.31
29,Terrace,1966,12,13,92.31
30,Merritt,1966,34,37,91.89
31,Lindsay,1966,56,61,91.8
32,Alpha,1966,12,11,91.67
33,Ivey,1966,12,11,91.67
34,Verdell,1966,11,12,91.67
35,Jule,1966,11,10,90.91
36,Macy,1966,10,9,90.0
37,Shann,1966,10,9,90.0
38,Lark,1966,8,9,88.89
39,Teddie,1966,9,8,88.89
40,Undrea,1966,8,9,88.89
41,Vinnie,1966,9,8,88.89
42,Alva,1966,39,44,88.64
43,Ricki,1966,30,34,88.24
44,Sol,1966,14,16,87.5
45,Tyran,1966,8,7,87.5
46,Brook,1966,63,55,87.3
47,Rene,1966,675,587,86.96
48,Drue,1966,6,7,85.71
49,Elvie,1966,7,6,85.71
50,Hiawatha,1966,6,7,85.71
1,Lin,1967,12,12,100.0
2,Jeryl,1967,11,11,100.0
3,Marlowe,1967,11,11,100.0
4,Nieves,1967,8,8,100.0
5,Nico,1967,7,7,100.0
6,Frenchie,1967,6,6,100.0
7,Hadley,1967,6,6,100.0
8,Lavoris,1967,6,6,100.0
9,Rainey,1967,6,6,100.0
10,Young,1967,6,6,100.0
11,Blaire,1967,5,5,100.0
12,Garrie,1967,5,5,100.0
13,Jodey,1967,5,5,100.0
14,Robi,1967,5,5,100.0
15,Terran,1967,5,5,100.0
16,Peyton,1967,22,23,95.65
17,Regan,1967,40,42,95.24
18,Alva,1967,37,39,94.87
19,Bryn,1967,15,16,93.75
20,Cortney,1967,15,16,93.75
21,Arnell,1967,14,13,92.86
22,Merritt,1967,25,27,92.59
23,Delane,1967,11,12,91.67
24,Krishna,1967,10,11,90.91
25,Linn,1967,10,11,90.91
26,Marice,1967,9,10,90.0
27,Marvis,1967,9,10,90.0
28,Kerry,1967,1124,1258,89.35
29,Trini,1967,25,28,89.29
30,Nickie,1967,33,37,89.19
31,Marvel,1967,16,18,88.89
32,Alpha,1967,9,8,88.89
33,Terrace,1967,8,9,88.89
34,Willia,1967,8,9,88.89
35,Jade,1967,38,43,88.37
36,Bernell,1967,8,7,87.5
37,Claudie,1967,8,7,87.5
38,Donnis,1967,7,8,87.5
39,Lonie,1967,7,8,87.5
40,Rashawn,1967,7,8,87.5
41,Raymie,1967,8,7,87.5
42,Undrea,1967,7,8,87.5
43,Zan,1967,8,7,87.5
44,Lindsay,1967,41,47,87.23
45,Lavon,1967,32,37,86.49
46,Deane,1967,22,19,86.36
47,Clemmie,1967,7,6,85.71
48,Danie,1967,7,6,85.71
49,Darrie,1967,7,6,85.71
50,Davi,1967,6,7,85.71
1,Tobey,1968,21,21,100.0
2,Bryn,1968,13,13,100.0
3,Laine,1968,13,13,100.0
4,Jeryl,1968,11,11,100.0
5,Aquilla,1968,7,7,100.0
6,Criss,1968,7,7,100.0
7,Larrie,1968,7,7,100.0
8,Marvis,1968,7,7,100.0
9,Omega,1968,7,7,100.0
10,Ardell,1968,6,6,100.0
11,Donne,1968,6,6,100.0
12,Lavaughn,1968,6,6,100.0
13,Tal,1968,6,6,100.0
14,Carlas,1968,5,5,100.0
15,Carrington,1968,5,5,100.0
16,Dorn,1968,5,5,100.0
17,Laray,1968,5,5,100.0
18,Miko,1968,5,5,100.0
19,Demetris,1968,29,28,96.55
20,Carey,1968,338,324,95.86
21,Shea,1968,44,42,95.45
22,Cortney,1968,20,21,95.24
23,Rene,1968,709,671,94.64
24,Kimble,1968,18,17,94.44
25,Shay,1968,32,34,94.12
26,Ronell,1968,16,15,93.75
27,Deshon,1968,14,13,92.86
28,Cheyenne,1968,12,13,92.31
29,Jade,1968,60,54,90.0
30,Regan,1968,27,30,90.0
31,Raynell,1968,9,10,90.0
32,Reagan,1968,17,19,89.47
33,Trini,1968,24,27,88.89
34,Diamond,1968,8,9,88.89
35,Kacy,1968,16,14,87.5
36,Burnett,1968,7,8,87.5
37,Devone,1968,7,8,87.5
38,Golden,1968,8,7,87.5
39,Shell,1968,8,7,87.5
40,Tevis,1968,8,7,87.5
41,Vernie,1968,8,7,87.5
42,Tonnie,1968,12,14,85.71
43,Arlyn,1968,7,6,85.71
44,Dannell,1968,6,7,85.71
45,Holland,1968,7,6,85.71
46,Jory,1968,7,6,85.71
47,Ragan,1968,6,7,85.71
48,Rainey,1968,7,6,85.71
49,Kary,1968,41,48,85.42
50,Lin,1968,13,11,84.62
1,Kary,1969,38,38,100.0
2,Demetris,1969,25,25,100.0
3,Ricci,1969,17,17,100.0
4,Ronell,1969,13,13,100.0
5,Kem,1969,10,10,100.0
6,Jae,1969,8,8,100.0
7,Shalom,1969,8,8,100.0
8,Shann,1969,8,8,100.0
9,Cantrell,1969,7,7,100.0
10,Clemmie,1969,7,7,100.0
11,Deshun,1969,7,7,100.0
12,Jule,1969,7,7,100.0
13,Shawnn,1969,7,7,100.0
14,Donnis,1969,6,6,100.0
15,Scotti,1969,6,6,100.0
16,Ainsley,1969,5,5,100.0
17,Alexi,1969,5,5,100.0
18,Cassidy,1969,5,5,100.0
19,Deyon,1969,5,5,100.0
20,Fontaine,1969,5,5,100.0
21,Macheal,1969,5,5,100.0
22,Raymie,1969,5,5,100.0
23,Regan,1969,38,39,97.44
24,Trini,1969,24,25,96.0
25,Lindsey,1969,65,69,94.2
26,Allie,1969,16,15,93.75
27,Jade,1969,60,56,93.33
28,Christan,1969,15,14,93.33
29,Jeryl,1969,14,13,92.86
30,Vernell,1969,37,40,92.5
31,Beryl,1969,12,13,92.31
32,Jamy,1969,12,13,92.31
33,Carey,1969,344,373,92.23
34,Errin,1969,12,11,91.67
35,Merritt,1969,30,33,90.91
36,Alpha,1969,10,11,90.91
37,Kriston,1969,10,11,90.91
38,Lin,1969,11,10,90.91
39,Mikell,1969,11,10,90.91
40,Hadley,1969,9,10,90.0
41,Remi,1969,10,9,90.0
42,Lavern,1969,48,43,89.58
43,Dwan,1969,19,17,89.47
44,Paris,1969,66,59,89.39
45,Devan,1969,9,8,88.89
46,Nikola,1969,8,9,88.89
47,Willia,1969,9,8,88.89
48,Ivey,1969,17,15,88.24
49,Linn,1969,17,15,88.24
50,Lacy,1969,50,57,87.72
1,Ashanti,1970,14,14,100.0
2,Carlie,1970,13,13,100.0
3,Linn,1970,13,13,100.0
4,Marice,1970,13,13,100.0
5,Larue,1970,11,11,100.0
6,Theon,1970,9,9,100.0
7,Demetrias,1970,8,8,100.0
8,Rossie,1970,8,8,100.0
9,Korry,1970,7,7,100.0
10,Kortney,1970,7,7,100.0
11,Shenandoah,1970,7,7,100.0
12,Undrea,1970,7,7,100.0
13,Adrean,1970,6,6,100.0
14,Aquilla,1970,6,6,100.0
15,Ashby,1970,6,6,100.0
16,Claudie,1970,6,6,100.0
17,Deion,1970,6,6,100.0
18,Lin,1970,6,6,100.0
19,Shown,1970,6,6,100.0
20,Troi,1970,6,6,100.0
21,Jayce,1970,5,5,100.0
22,Kee,1970,5,5,100.0
23,Machael,1970,5,5,100.0
24,Tamboura,1970,5,5,100.0
25,Jammie,1970,92,95,96.84
26,Kris,1970,418,437,95.65
27,Carlin,1970,15,16,93.75
28,Angel,1970,1037,1108,93.59
29,Marvel,1970,13,14,92.86
30,Cassidy,1970,13,12,92.31
31,Lindsey,1970,77,71,92.21
32,Peyton,1970,23,25,92.0
33,Cleo,1970,35,32,91.43
34,Regan,1970,32,35,91.43
35,Deshawn,1970,53,58,91.38
36,Kem,1970,10,11,90.91
37,Teal,1970,11,10,90.91
38,Merritt,1970,28,31,90.32
39,Britt,1970,131,118,90.08
40,Sloan,1970,27,30,90.0
41,Kam,1970,9,10,90.0
42,Mallory,1970,17,19,89.47
43,Demetris,1970,32,36,88.89
44,Natividad,1970,18,16,88.89
45,Donyell,1970,9,8,88.89
46,Kiran,1970,8,9,88.89
47,Tobey,1970,23,26,88.46
48,Vernell,1970,51,45,88.24
49,Dwan,1970,28,32,87.5
50,Shiloh,1970,28,32,87.5
1,Germaine,1971,95,95,100.0
2,Mallory,1971,32,32,100.0
3,Marquette,1971,24,24,100.0
4,Monti,1971,15,15,100.0
5,Nevada,1971,13,13,100.0
6,Donnis,1971,11,11,100.0
7,Carlon,1971,10,10,100.0
8,Jojo,1971,9,9,100.0
9,Keita,1971,9,9,100.0
10,Chawn,1971,7,7,100.0
11,Claudie,1971,7,7,100.0
12,Ja,1971,7,7,100.0
13,Marquel,1971,7,7,100.0
14,Olanda,1971,7,7,100.0
15,Shawnn,1971,7,7,100.0
16,Ary,1971,6,6,100.0
17,Carlas,1971,6,6,100.0
18,Dene,1971,6,6,100.0
19,Terral,1971,6,6,100.0
20,Aquilla,1971,5,5,100.0
21,Blue,1971,5,5,100.0
22,Dorin,1971,5,5,100.0
23,Jaya,1971,5,5,100.0
24,Laroyce,1971,5,5,100.0
25,Leonides,1971,5,5,100.0
26,Monnie,1971,5,5,100.0
27,Trenell,1971,5,5,100.0
28,Kelsey,1971,72,71,98.61
29,Kendal,1971,45,44,97.78
30,Sheridan,1971,43,42,97.67
31,Lacy,1971,40,41,97.56
32,Cleo,1971,34,33,97.06
33,Marion,1971,344,359,95.82
34,Deshawn,1971,78,82,95.12
35,Cheyenne,1971,36,38,94.74
36,Ara,1971,18,19,94.74
37,Christan,1971,17,18,94.44
38,Jamie,1971,3235,3054,94.4
39,Demetris,1971,31,33,93.94
40,Natividad,1971,15,14,93.33
41,Dusty,1971,119,111,93.28
42,Dashawn,1971,14,13,92.86
43,Marlen,1971,13,12,92.31
44,Darby,1971,96,88,91.67
45,Carlie,1971,12,11,91.67
46,Jule,1971,12,11,91.67
47,Brook,1971,118,108,91.53
48,Demetric,1971,23,21,91.3
49,Happy,1971,10,11,90.91
50,Remy,1971,10,11,90.91
1,Alva,1972,29,29,100.0
2,Ara,1972,19,19,100.0
3,Marlen,1972,17,17,100.0
4,Nico,1972,15,15,100.0
5,Christan,1972,13,13,100.0
6,Ivey,1972,13,13,100.0
7,Lan,1972,9,9,100.0
8,Dannell,1972,8,8,100.0
9,Devone,1972,8,8,100.0
10,Vinnie,1972,8,8,100.0
11,Andrell,1972,7,7,100.0
12,Daune,1972,7,7,100.0
13,Doral,1972,6,6,100.0
14,Maris,1972,6,6,100.0
15,Remi,1972,6,6,100.0
16,Shandy,1972,6,6,100.0
17,Starling,1972,6,6,100.0
18,Adair,1972,5,5,100.0
19,Kawan,1972,5,5,100.0
20,Margene,1972,5,5,100.0
21,Martice,1972,5,5,100.0
22,Mickell,1972,5,5,100.0
23,Shaheen,1972,5,5,100.0
24,Marion,1972,300,293,97.67
25,Sheridan,1972,29,28,96.55
26,Sage,1972,25,26,96.15
27,Kelsey,1972,73,76,96.05
28,Jonnie,1972,24,23,95.83
29,Rashawn,1972,23,22,95.65
30,Stephane,1972,20,19,95.0
31,Natividad,1972,18,17,94.44
32,Dusty,1972,135,143,94.41
33,Unknown,1972,15,14,93.33
34,Lavon,1972,37,40,92.5
35,Errin,1972,13,12,92.31
36,Kriston,1972,13,12,92.31
37,Jade,1972,101,93,92.08
38,Lavern,1972,36,33,91.67
39,Ashanti,1972,19,21,90.48
40,Shandell,1972,9,10,90.0
41,Verdell,1972,9,10,90.0
42,Dashawn,1972,16,18,88.89
43,Kendel,1972,9,8,88.89
44,Larrie,1972,8,9,88.89
45,Shawnn,1972,9,8,88.89
46,Teryl,1972,9,8,88.89
47,Shawne,1972,29,33,87.88
48,Cayce,1972,8,7,87.5
49,Glennis,1972,7,8,87.5
50,Karlin,1972,8,7,87.5
1,Mallory,1973,20,20,100.0
2,Romaine,1973,14,14,100.0
3,Shandy,1973,14,14,100.0
4,Delane,1973,11,11,100.0
5,Kenyada,1973,10,10,100.0
6,Feliz,1973,9,9,100.0
7,Jamille,1973,9,9,100.0
8,Haven,1973,8,8,100.0
9,Shondel,1973,8,8,100.0
10,Brit,1973,7,7,100.0
11,Mozell,1973,7,7,100.0
12,Natale,1973,7,7,100.0
13,Christien,1973,6,6,100.0
14,Dene,1973,6,6,100.0
15,Elon,1973,6,6,100.0
16,Jovon,1973,6,6,100.0
17,Kiah,1973,6,6,100.0
18,Lenell,1973,6,6,100.0
19,Mayo,1973,6,6,100.0
20,Emerald,1973,5,5,100.0
21,Kendel,1973,5,5,100.0
22,Kiran,1973,5,5,100.0
23,Lesean,1973,5,5,100.0
24,Leshon,1973,5,5,100.0
25,Shaughn,1973,5,5,100.0
26,Vashion,1973,5,5,100.0
27,Tobey,1973,39,37,94.87
28,Kelsey,1973,73,77,94.81
29,Kareen,1973,30,28,93.33
30,Andra,1973,67,72,93.06
31,Michal,1973,36,39,92.31
32,Donyell,1973,23,21,91.3
33,Dusty,1973,135,148,91.22
