rank,Name,Year,male_count,female_count,unisex_score
20,Chung,1987,6,6,100.0
21,Deundra,1987,6,6,100.0
22,Dondi,1987,6,6,100.0
23,Kei,1987,6,6,100.0
24,Kelechi,1987,6,6,100.0
25,Mykell,1987,6,6,100.0
26,Perris,1987,6,6,100.0
27,Toy,1987,6,6,100.0
28,Tylee,1987,6,6,100.0
29,Ai,1987,5,5,100.0
30,Cheyene,1987,5,5,100.0
31,Currie,1987,5,5,100.0
32,Devinn,1987,5,5,100.0
33,Jentry,1987,5,5,100.0
34,Kylen,1987,5,5,100.0
35,Lakota,1987,5,5,100.0
36,Lannie,1987,5,5,100.0
37,Pier,1987,5,5,100.0
38,Rei,1987,5,5,100.0
39,Vandy,1987,5,5,100.0
40,Tristen,1987,63,62,98.41
41,Marlo,1987,36,37,97.3
42,Charley,1987,61,63,96.83
43,An,1987,25,24,96.0
44,Merritt,1987,24,23,95.83
45,Jessie,1987,1162,1221,95.17
46,Dwan,1987,19,18,94.74
47,Tal,1987,19,18,94.74
48,Parris,1987,37,35,94.59
49,Seneca,1987,15,16,93.75
50,Jaime,1987,1183,1108,93.66
1,Sloan,1988,29,29,100.0
2,Kodie,1988,24,24,100.0
3,Khristian,1988,13,13,100.0
4,Linden,1988,13,13,100.0
5,Dior,1988,12,12,100.0
6,Brittain,1988,11,11,100.0
7,Nichola,1988,10,10,100.0
8,Blaize,1988,9,9,100.0
9,Chantra,1988,9,9,100.0
10,Christien,1988,9,9,100.0
11,Evann,1988,9,9,100.0
12,Gale,1988,9,9,100.0
13,Golden,1988,9,9,100.0
14,Corinthian,1988,8,8,100.0
15,Georgie,1988,8,8,100.0
16,Luka,1988,8,8,100.0
17,Rathana,1988,8,8,100.0
18,Brand,1988,7,7,100.0
19,Callin,1988,7,7,100.0
20,Halsey,1988,7,7,100.0
21,Kenley,1988,7,7,100.0
22,Bayan,1988,6,6,100.0
23,Brin,1988,6,6,100.0
24,Coren,1988,6,6,100.0
25,Erice,1988,6,6,100.0
26,Jaquel,1988,6,6,100.0
27,Yardley,1988,6,6,100.0
28,Aeron,1988,5,5,100.0
29,Alexius,1988,5,5,100.0
30,Alin,1988,5,5,100.0
31,Bobbye,1988,5,5,100.0
32,Chaka,1988,5,5,100.0
33,Dorien,1988,5,5,100.0
34,Jobie,1988,5,5,100.0
35,Jonta,1988,5,5,100.0
36,Kimble,1988,5,5,100.0
37,Kylle,1988,5,5,100.0
38,Oluwatosin,1988,5,5,100.0
39,Parminder,1988,5,5,100.0
40,Shaton,1988,5,5,100.0
41,Trini,1988,5,5,100.0
42,Infant,1988,78,77,98.72
43,London,1988,72,71,98.61
44,Shea,1988,245,253,96.84
45,Marion,1988,168,175,96.0
46,Kary,1988,23,22,95.65
47,Remy,1988,40,38,95.0
48,Jaye,1988,20,19,95.0
49,Kaylon,1988,18,19,94.74
50,Layne,1988,50,53,94.34
1,Donelle,1989,16,16,100.0
2,Jimi,1989,16,16,100.0
3,Ellison,1989,15,15,100.0
4,Caron,1989,14,14,100.0
5,Le,1989,13,13,100.0
6,Alpha,1989,12,12,100.0
7,Chia,1989,12,12,100.0
8,Gurpreet,1989,12,12,100.0
9,Dannon,1989,10,10,100.0
10,Mena,1989,10,10,100.0
11,Shamari,1989,9,9,100.0
12,Nazareth,1989,8,8,100.0
13,Tailor,1989,8,8,100.0
14,Brittin,1989,7,7,100.0
15,Caylen,1989,7,7,100.0
16,Hartley,1989,7,7,100.0
17,Kiari,1989,7,7,100.0
18,Tobie,1989,7,7,100.0
19,Vandy,1989,7,7,100.0
20,Ayodele,1989,6,6,100.0
21,Kamerin,1989,6,6,100.0
22,Mical,1989,6,6,100.0
23,Ronie,1989,6,6,100.0
24,Shaylon,1989,6,6,100.0
25,Dela,1989,5,5,100.0
26,Dresden,1989,5,5,100.0
27,Gabby,1989,5,5,100.0
28,Gal,1989,5,5,100.0
29,Jadrian,1989,5,5,100.0
30,Jovoni,1989,5,5,100.0
31,Kalle,1989,5,5,100.0
32,Linnie,1989,5,5,100.0
33,Marshell,1989,5,5,100.0
34,Mirza,1989,5,5,100.0
35,Rathana,1989,5,5,100.0
36,Shawndell,1989,5,5,100.0
37,Tiernan,1989,5,5,100.0
38,Shay,1989,123,124,99.19
39,Jessie,1989,1133,1148,98.69
40,Marion,1989,149,152,98.03
41,Nicky,1989,29,30,96.67
42,Jacque,1989,29,28,96.55
43,Jody,1989,219,227,96.48
44,Infant,1989,376,392,95.92
45,Unknown,1989,262,251,95.8
46,Khristian,1989,20,21,95.24
47,Hollis,1989,41,39,95.12
48,Shea,1989,218,230,94.78
49,Chancey,1989,19,18,94.74
50,Akira,1989,28,30,93.33
1,Michal,1990,69,69,100.0
2,Layne,1990,68,68,100.0
3,Charley,1990,56,56,100.0
4,Adrean,1990,16,16,100.0
5,Yee,1990,16,16,100.0
6,Cameran,1990,14,14,100.0
7,Charon,1990,13,13,100.0
8,Lashon,1990,12,12,100.0
9,Rain,1990,12,12,100.0
10,Tierre,1990,11,11,100.0
11,Nickey,1990,10,10,100.0
12,Chane,1990,9,9,100.0
13,Eris,1990,9,9,100.0
14,Romy,1990,9,9,100.0
15,Delane,1990,8,8,100.0
16,Kodee,1990,8,8,100.0
17,Mykell,1990,8,8,100.0
18,Alpha,1990,7,7,100.0
19,Blakley,1990,7,7,100.0
20,Chalon,1990,7,7,100.0
21,Donyell,1990,7,7,100.0
22,Karel,1990,7,7,100.0
23,Mackenzy,1990,7,7,100.0
24,Saron,1990,7,7,100.0
25,Alexy,1990,6,6,100.0
26,Avante,1990,6,6,100.0
27,Blayke,1990,6,6,100.0
28,Cache,1990,6,6,100.0
29,Jehan,1990,6,6,100.0
30,Karry,1990,6,6,100.0
31,Kindell,1990,6,6,100.0
32,Lashun,1990,6,6,100.0
33,Ayan,1990,5,5,100.0
34,Azriel,1990,5,5,100.0
35,Hardeep,1990,5,5,100.0
36,Jann,1990,5,5,100.0
37,Kiyoshi,1990,5,5,100.0
38,Landy,1990,5,5,100.0
39,Rynn,1990,5,5,100.0
40,Sopheap,1990,5,5,100.0
41,Tay,1990,5,5,100.0
42,True,1990,5,5,100.0
43,Carlin,1990,46,45,97.83
44,Hollis,1990,44,45,97.78
45,Infant,1990,596,580,97.32
46,Kirby,1990,167,162,97.01
47,Laramie,1990,31,30,96.77
48,Shea,1990,221,229,96.51
49,Arin,1990,41,43,95.35
50,Tai,1990,36,38,94.74
1,Chesley,1991,16,16,100.0
2,Kenley,1991,15,15,100.0
3,Terin,1991,15,15,100.0
4,Shamari,1991,12,12,100.0
5,Koree,1991,11,11,100.0
6,Mackenzy,1991,11,11,100.0
7,Aarion,1991,10,10,100.0
8,Yu,1991,10,10,100.0
9,Aly,1991,9,9,100.0
10,Doninique,1991,9,9,100.0
11,Eri,1991,9,9,100.0
12,Kamrin,1991,8,8,100.0
13,Lai,1991,8,8,100.0
14,Caylan,1991,7,7,100.0
15,Jung,1991,7,7,100.0
16,Kaelen,1991,7,7,100.0
17,Kelin,1991,7,7,100.0
18,Merlyn,1991,7,7,100.0
19,Shajuan,1991,7,7,100.0
20,Ying,1991,7,7,100.0
21,Chapin,1991,6,6,100.0
22,Damari,1991,6,6,100.0
23,Hyun,1991,6,6,100.0
24,Jaqua,1991,6,6,100.0
25,Kairee,1991,6,6,100.0
26,Mical,1991,6,6,100.0
27,Rama,1991,6,6,100.0
28,Tone,1991,6,6,100.0
29,Toy,1991,6,6,100.0
30,Alexiz,1991,5,5,100.0
31,Arias,1991,5,5,100.0
32,Criston,1991,5,5,100.0
33,Dallis,1991,5,5,100.0
34,Dannon,1991,5,5,100.0
35,Devry,1991,5,5,100.0
36,Elya,1991,5,5,100.0
37,Finley,1991,5,5,100.0
38,Garnet,1991,5,5,100.0
39,Jacquis,1991,5,5,100.0
40,Jerrin,1991,5,5,100.0
41,Jesie,1991,5,5,100.0
42,Leor,1991,5,5,100.0
43,Mackie,1991,5,5,100.0
44,Oriel,1991,5,5,100.0
45,Seena,1991,5,5,100.0
46,Taylin,1991,5,5,100.0
47,Dominque,1991,220,221,99.55
48,Michal,1991,58,59,98.31
49,Charley,1991,50,51,98.04
50,Marlo,1991,31,32,96.88
1,Kiran,1992,25,25,100.0
2,Rhyan,1992,22,22,100.0
3,Jazz,1992,21,21,100.0
4,Merrill,1992,19,19,100.0
5,Sol,1992,17,17,100.0
6,Salem,1992,15,15,100.0
7,Ashby,1992,14,14,100.0
8,Dallis,1992,13,13,100.0
9,Kyri,1992,12,12,100.0
10,Domnique,1992,11,11,100.0
11,Dung,1992,11,11,100.0
12,Indiana,1992,11,11,100.0
13,Jaye,1992,11,11,100.0
14,Kerby,1992,11,11,100.0
15,Jaryn,1992,10,10,100.0
16,Amrit,1992,9,9,100.0
17,Jonel,1992,9,9,100.0
18,Nery,1992,9,9,100.0
19,Fontaine,1992,8,8,100.0
20,Germany,1992,8,8,100.0
21,Golden,1992,8,8,100.0
22,Ki,1992,8,8,100.0
23,Mena,1992,8,8,100.0
24,Royale,1992,8,8,100.0
25,Cobi,1992,7,7,100.0
26,Jourden,1992,7,7,100.0
27,Kamerin,1992,7,7,100.0
28,Nazareth,1992,7,7,100.0
29,Shiva,1992,7,7,100.0
30,Danyal,1992,6,6,100.0
31,Darean,1992,6,6,100.0
32,Demaris,1992,6,6,100.0
33,Jamille,1992,6,6,100.0
34,Jaydee,1992,6,6,100.0
35,Olamide,1992,6,6,100.0
36,Unk,1992,6,6,100.0
37,Arshia,1992,5,5,100.0
38,Damari,1992,5,5,100.0
39,Devyne,1992,5,5,100.0
40,Domineque,1992,5,5,100.0
41,Donye,1992,5,5,100.0
42,Elya,1992,5,5,100.0
43,Kyel,1992,5,5,100.0
44,Lenzy,1992,5,5,100.0
45,Oluwaseun,1992,5,5,100.0
46,Romi,1992,5,5,100.0
47,Saron,1992,5,5,100.0
48,Sayre,1992,5,5,100.0
49,Terre,1992,5,5,100.0
50,Wai,1992,5,5,100.0
1,Sunny,1993,82,82,100.0
2,Bao,1993,29,29,100.0
3,Kamari,1993,19,19,100.0
4,Kareen,1993,19,19,100.0
5,Chee,1993,18,18,100.0
6,Larkin,1993,16,16,100.0
7,Shaya,1993,15,15,100.0
8,Daryan,1993,14,14,100.0
9,Coree,1993,13,13,100.0
10,Halen,1993,12,12,100.0
11,Danell,1993,11,11,100.0
12,Dior,1993,11,11,100.0
13,Taji,1993,11,11,100.0
14,Emon,1993,10,10,100.0
15,Eri,1993,10,10,100.0
16,Jaiden,1993,10,10,100.0
17,Kallen,1993,10,10,100.0
18,Kelechi,1993,10,10,100.0
19,Lael,1993,10,10,100.0
20,Blayke,1993,9,9,100.0
21,Brecken,1993,9,9,100.0
22,Haiden,1993,9,9,100.0
23,Jaelin,1993,9,9,100.0
24,Puneet,1993,9,9,100.0
25,Tierre,1993,9,9,100.0
26,Mirza,1993,8,8,100.0
27,Natale,1993,8,8,100.0
28,Ramie,1993,8,8,100.0
29,Taje,1993,8,8,100.0
30,Mical,1993,7,7,100.0
31,Shevon,1993,7,7,100.0
32,Tovia,1993,7,7,100.0
33,Tylin,1993,7,7,100.0
34,Adell,1993,6,6,100.0
35,Ayodele,1993,6,6,100.0
36,Brae,1993,6,6,100.0
37,Camerin,1993,6,6,100.0
38,Falcon,1993,6,6,100.0
39,Jacquise,1993,6,6,100.0
40,Kindell,1993,6,6,100.0
41,Nike,1993,6,6,100.0
42,Tieler,1993,6,6,100.0
43,Cagney,1993,5,5,100.0
44,Cordney,1993,5,5,100.0
45,Darean,1993,5,5,100.0
46,Darein,1993,5,5,100.0
47,Disney,1993,5,5,100.0
48,Harvest,1993,5,5,100.0
49,Ji,1993,5,5,100.0
50,Johari,1993,5,5,100.0
1,Remy,1994,63,63,100.0
2,Kendel,1994,28,28,100.0
3,Alaa,1994,24,24,100.0
4,Merrill,1994,16,16,100.0
5,Adison,1994,15,15,100.0
6,Tajee,1994,13,13,100.0
7,Mayson,1994,12,12,100.0
8,Mykael,1994,11,11,100.0
9,Hien,1994,10,10,100.0
10,Aarin,1994,9,9,100.0
11,Alexiz,1994,9,9,100.0
12,Ja,1994,9,9,100.0
13,Shakel,1994,9,9,100.0
14,Shylo,1994,9,9,100.0
15,Alee,1994,8,8,100.0
16,Chanler,1994,8,8,100.0
17,Dung,1994,8,8,100.0
18,Feliz,1994,8,8,100.0
19,Germany,1994,8,8,100.0
20,Hadyn,1994,8,8,100.0
21,Kylin,1994,8,8,100.0
22,Rayn,1994,8,8,100.0
23,Shyler,1994,8,8,100.0
24,Davionne,1994,7,7,100.0
25,Devery,1994,7,7,100.0
26,Kamerin,1994,7,7,100.0
27,Kindell,1994,7,7,100.0
28,Navjot,1994,7,7,100.0
29,Reily,1994,7,7,100.0
30,Shamere,1994,7,7,100.0
31,Ajene,1994,6,6,100.0
32,Andersen,1994,6,6,100.0
33,Angell,1994,6,6,100.0
34,Aquarius,1994,6,6,100.0
35,Bevin,1994,6,6,100.0
36,Dorsey,1994,6,6,100.0
37,Evian,1994,6,6,100.0
38,Indy,1994,6,6,100.0
39,Jimmi,1994,6,6,100.0
40,Laray,1994,6,6,100.0
41,Lashun,1994,6,6,100.0
42,Ming,1994,6,6,100.0
43,Shawnell,1994,6,6,100.0
44,Dann,1994,5,5,100.0
45,Darrelle,1994,5,5,100.0
46,Deondrea,1994,5,5,100.0
47,Elya,1994,5,5,100.0
48,Jourden,1994,5,5,100.0
49,Khrystian,1994,5,5,100.0
50,Mikele,1994,5,5,100.0
1,Carey,1995,73,73,100.0
2,Maison,1995,26,26,100.0
3,Ashby,1995,16,16,100.0
4,Kao,1995,15,15,100.0
5,Trystin,1995,13,13,100.0
6,Royale,1995,12,12,100.0
7,Kamani,1995,11,11,100.0
8,Kamerin,1995,10,10,100.0
9,Sheron,1995,10,10,100.0
10,Amel,1995,9,9,100.0
11,Brae,1995,9,9,100.0
12,Darean,1995,9,9,100.0
13,Mykael,1995,9,9,100.0
14,Taris,1995,9,9,100.0
15,Corley,1995,8,8,100.0
16,Kellin,1995,8,8,100.0
17,Shevon,1995,8,8,100.0
18,Demaria,1995,7,7,100.0
19,Kailon,1995,7,7,100.0
20,Nakota,1995,7,7,100.0
21,Raynell,1995,7,7,100.0
22,Rivers,1995,7,7,100.0
23,Sully,1995,7,7,100.0
24,Tian,1995,7,7,100.0
25,Valen,1995,7,7,100.0
26,Abir,1995,6,6,100.0
27,Jamile,1995,6,6,100.0
28,Johari,1995,6,6,100.0
29,Meko,1995,6,6,100.0
30,Shaquell,1995,6,6,100.0
31,Tennessee,1995,6,6,100.0
32,Terrace,1995,6,6,100.0
33,Aundra,1995,5,5,100.0
34,Breshawn,1995,5,5,100.0
35,Cayle,1995,5,5,100.0
36,Demaree,1995,5,5,100.0
37,Haeden,1995,5,5,100.0
38,Jasiah,1995,5,5,100.0
39,Jasmeet,1995,5,5,100.0
40,Jehan,1995,5,5,100.0
41,Jersey,1995,5,5,100.0
42,Kang,1995,5,5,100.0
43,Masyn,1995,5,5,100.0
44,Miciah,1995,5,5,100.0
45,Nieves,1995,5,5,100.0
46,Quinta,1995,5,5,100.0
47,Tone,1995,5,5,100.0
48,Casey,1995,2629,2638,99.66
49,Rio,1995,46,45,97.83
50,Darrian,1995,148,144,97.3
1,Unknown,1996,53,53,100.0
2,Christan,1996,33,33,100.0
3,Cedar,1996,19,19,100.0
4,Bao,1996,16,16,100.0
5,Clancy,1996,15,15,100.0
6,Cairo,1996,13,13,100.0
7,Korbyn,1996,13,13,100.0
8,Aquarius,1996,11,11,100.0
9,Hien,1996,11,11,100.0
10,Loran,1996,11,11,100.0
11,Mykelti,1996,11,11,100.0
12,Aarion,1996,9,9,100.0
13,Chayne,1996,9,9,100.0
14,Ramey,1996,9,9,100.0
15,Taje,1996,9,9,100.0
16,Chae,1996,8,8,100.0
17,Chandlar,1996,8,8,100.0
18,Hartley,1996,8,8,100.0
19,Davionne,1996,7,7,100.0
20,Dejan,1996,7,7,100.0
21,Donshay,1996,7,7,100.0
22,Donyea,1996,7,7,100.0
23,Kameren,1996,7,7,100.0
24,Maxie,1996,7,7,100.0
25,Miko,1996,7,7,100.0
26,Sheron,1996,7,7,100.0
27,Brelyn,1996,6,6,100.0
28,Cai,1996,6,6,100.0
29,Kaymen,1996,6,6,100.0
30,Mendy,1996,6,6,100.0
31,Tian,1996,6,6,100.0
32,Aleksey,1996,5,5,100.0
33,Ashtan,1996,5,5,100.0
34,Avory,1996,5,5,100.0
35,Brit,1996,5,5,100.0
36,Dai,1996,5,5,100.0
37,Darcel,1996,5,5,100.0
38,Emanuelle,1996,5,5,100.0
39,Gabreil,1996,5,5,100.0
40,Jamille,1996,5,5,100.0
41,Jaquese,1996,5,5,100.0
42,Kennie,1996,5,5,100.0
43,Macauley,1996,5,5,100.0
44,Seena,1996,5,5,100.0
45,Shaune,1996,5,5,100.0
46,Skiler,1996,5,5,100.0
47,Taler,1996,5,5,100.0
48,Xzavia,1996,5,5,100.0
49,Yared,1996,5,5,100.0
50,Milan,1996,91,90,98.9
1,Kenyatta,1997,66,66,100.0
2,Carsen,1997,24,24,100.0
3,Jazz,1997,24,24,100.0
4,Baley,1997,21,21,100.0
5,Graysen,1997,18,18,100.0
6,Cameran,1997,17,17,100.0
7,Lashaun,1997,13,13,100.0
8,Chesley,1997,12,12,100.0
9,Dee,1997,12,12,100.0
10,Arien,1997,10,10,100.0
11,Carlyle,1997,10,10,100.0
12,Chastin,1997,10,10,100.0
13,Mishael,1997,10,10,100.0
14,Davine,1997,9,9,100.0
15,Miciah,1997,9,9,100.0
16,Chi,1997,8,8,100.0
17,Saman,1997,8,8,100.0
18,Yu,1997,8,8,100.0
19,Bijon,1997,7,7,100.0
20,Denys,1997,7,7,100.0
21,Deundra,1997,7,7,100.0
22,Gaelen,1997,7,7,100.0
23,Kerrington,1997,7,7,100.0
24,Lasean,1997,7,7,100.0
25,Alishah,1997,6,6,100.0
26,Asheton,1997,6,6,100.0
27,Barrie,1997,6,6,100.0
28,Daylyn,1997,6,6,100.0
29,Dyan,1997,6,6,100.0
30,Jianni,1997,6,6,100.0
31,Kehinde,1997,6,6,100.0
32,Masyn,1997,6,6,100.0
33,Reda,1997,6,6,100.0
34,Shandy,1997,6,6,100.0
35,Sully,1997,6,6,100.0
36,Amadi,1997,5,5,100.0
37,Amory,1997,5,5,100.0
38,Aslan,1997,5,5,100.0
39,Averey,1997,5,5,100.0
40,Baraa,1997,5,5,100.0
41,Brittin,1997,5,5,100.0
42,Chianti,1997,5,5,100.0
43,Danell,1997,5,5,100.0
44,Fate,1997,5,5,100.0
45,Kahri,1997,5,5,100.0
46,Kalijah,1997,5,5,100.0
47,Kimoni,1997,5,5,100.0
48,Malon,1997,5,5,100.0
49,Sameen,1997,5,5,100.0
50,Shantez,1997,5,5,100.0
1,Carsen,1998,35,35,100.0
2,Shadow,1998,19,19,100.0
3,Adi,1998,18,18,100.0
4,Chancey,1998,17,17,100.0
5,Jaryn,1998,17,17,100.0
6,Shaya,1998,17,17,100.0
7,Donyea,1998,14,14,100.0
8,Caylen,1998,12,12,100.0
9,Neftaly,1998,12,12,100.0
10,Rajah,1998,12,12,100.0
11,Alexx,1998,11,11,100.0
12,Kriston,1998,11,11,100.0
13,Le,1998,11,11,100.0
14,Taite,1998,11,11,100.0
15,Ahmari,1998,10,10,100.0
16,Ayomide,1998,10,10,100.0
17,Jayln,1998,10,10,100.0
18,Kelin,1998,10,10,100.0
19,Kemoni,1998,9,9,100.0
20,Mandeep,1998,9,9,100.0
21,Abir,1998,8,8,100.0
22,Breshawn,1998,8,8,100.0
23,Coree,1998,8,8,100.0
24,Delane,1998,8,8,100.0
25,Evon,1998,8,8,100.0
26,Lior,1998,8,8,100.0
27,Tamari,1998,8,8,100.0
28,Zyan,1998,8,8,100.0
29,Atlee,1998,7,7,100.0
30,Mar,1998,7,7,100.0
31,Morgon,1998,7,7,100.0
32,Rameen,1998,7,7,100.0
33,Temitope,1998,7,7,100.0
34,Aquarius,1998,6,6,100.0
35,Bryse,1998,6,6,100.0
36,Chapin,1998,6,6,100.0
37,Dee,1998,6,6,100.0
38,Denys,1998,6,6,100.0
39,Donyell,1998,6,6,100.0
40,Ja,1998,6,6,100.0
41,Jasdeep,1998,6,6,100.0
42,Jersey,1998,6,6,100.0
43,Khanh,1998,6,6,100.0
44,Lynell,1998,6,6,100.0
45,Nihal,1998,6,6,100.0
46,Rossi,1998,6,6,100.0
47,Dezi,1998,5,5,100.0
48,Dhani,1998,5,5,100.0
49,Gaylen,1998,5,5,100.0
50,Izel,1998,5,5,100.0
1,Armoni,1999,38,38,100.0
2,Kolbie,1999,22,22,100.0
3,Daryan,1999,18,18,100.0
4,Kareen,1999,13,13,100.0
5,Amory,1999,11,11,100.0
6,Ramey,1999,11,11,100.0
7,Raylen,1999,11,11,100.0
8,Tyjae,1999,11,11,100.0
9,Dasani,1999,9,9,100.0
10,Justise,1999,9,9,100.0
11,Olamide,1999,9,9,100.0
12,Rei,1999,9,9,100.0
13,Valen,1999,9,9,100.0
14,Ayodele,1999,8,8,100.0
15,Giani,1999,8,8,100.0
16,Maeson,1999,8,8,100.0
17,Mandeep,1999,8,8,100.0
18,Teddie,1999,8,8,100.0
19,Ajene,1999,7,7,100.0
20,Giavanni,1999,7,7,100.0
21,Jamai,1999,7,7,100.0
22,Jaydee,1999,7,7,100.0
23,Jaydyn,1999,7,7,100.0
24,Aijalon,1999,6,6,100.0
25,Amadi,1999,6,6,100.0
26,Brenn,1999,6,6,100.0
27,Dacotah,1999,6,6,100.0
28,Gursimran,1999,6,6,100.0
29,Hikaru,1999,6,6,100.0
30,Jacquel,1999,6,6,100.0
31,Kemonie,1999,6,6,100.0
32,Majestic,1999,6,6,100.0
33,Ravion,1999,6,6,100.0
34,Renny,1999,6,6,100.0
35,Shion,1999,6,6,100.0
36,Tahje,1999,6,6,100.0
37,Unkown,1999,6,6,100.0
38,Aby,1999,5,5,100.0
39,Brandis,1999,5,5,100.0
40,Coren,1999,5,5,100.0
41,Dorean,1999,5,5,100.0
42,Kaydin,1999,5,5,100.0
43,Lynell,1999,5,5,100.0
44,Malin,1999,5,5,100.0
45,Michah,1999,5,5,100.0
46,Nakoma,1999,5,5,100.0
47,Nikel,1999,5,5,100.0
48,Psalm,1999,5,5,100.0
49,Rane,1999,5,5,100.0
50,Ridwan,1999,5,5,100.0
1,Jae,2000,26,26,100.0
2,An,2000,24,24,100.0
3,Jireh,2000,21,21,100.0
4,Drue,2000,20,20,100.0
5,Hadyn,2000,18,18,100.0
6,Mylan,2000,16,16,100.0
7,Alexiz,2000,14,14,100.0
8,Avory,2000,13,13,100.0
9,Rajah,2000,11,11,100.0
10,Chesley,2000,10,10,100.0
11,Mendy,2000,10,10,100.0
12,Randie,2000,10,10,100.0
13,Tahjae,2000,10,10,100.0
14,Ahmari,2000,9,9,100.0
15,Amanpreet,2000,9,9,100.0
16,Arshia,2000,9,9,100.0
17,Coree,2000,9,9,100.0
18,Danell,2000,9,9,100.0
19,Davionne,2000,9,9,100.0
20,Maclaine,2000,9,9,100.0
21,Reign,2000,8,8,100.0
22,Ricci,2000,8,8,100.0
23,Wen,2000,8,8,100.0
24,Amory,2000,7,7,100.0
25,Chi,2000,7,7,100.0
26,Kazi,2000,7,7,100.0
27,Kenyada,2000,7,7,100.0
28,Krisna,2000,7,7,100.0
29,Rmani,2000,7,7,100.0
30,Brandis,2000,6,6,100.0
31,Bren,2000,6,6,100.0
32,Caton,2000,6,6,100.0
33,Corley,2000,6,6,100.0
34,Erlin,2000,6,6,100.0
35,Keni,2000,6,6,100.0
36,Lynell,2000,6,6,100.0
37,Mccartney,2000,6,6,100.0
38,Nakai,2000,6,6,100.0
39,Ravion,2000,6,6,100.0
40,Shamone,2000,6,6,100.0
41,Tyan,2000,6,6,100.0
42,Yona,2000,6,6,100.0
43,Blu,2000,5,5,100.0
44,Cambell,2000,5,5,100.0
45,Carlyle,2000,5,5,100.0
46,Chyler,2000,5,5,100.0
47,Harlem,2000,5,5,100.0
48,Hyatt,2000,5,5,100.0
49,Jashan,2000,5,5,100.0
50,Javae,2000,5,5,100.0
1,Ashten,2001,32,32,100.0
2,Bergen,2001,24,24,100.0
3,Arlen,2001,23,23,100.0
4,Dannie,2001,18,18,100.0
5,Miciah,2001,18,18,100.0
6,Ashby,2001,17,17,100.0
7,Koren,2001,14,14,100.0
8,Dior,2001,12,12,100.0
9,Tajae,2001,12,12,100.0
10,Donyea,2001,11,11,100.0
11,Shady,2001,11,11,100.0
12,Jaye,2001,10,10,100.0
